I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
8088,,1967,1,24,14,45,12,,5.5,,5.5,,,,,7,CHINA,,CHINA:  SICHUAN PROVINCE,30.2,104.1,30,,,,,,,,2,417,3,,,,,,,,,,2,417,3,,
4418,,1967,2,9,14,4,48,33,5.6,,5.6,5.6,,,,,ALBANIA,,ALBANIA:  GJIROKASTEV,40,20.2,130,,,,,,,,2,77,2,,,,,,,,,,2,77,2,,
4391,,1967,2,9,15,24,    ,60,6.8,,,,,,6.8,9,COLOMBIA,,"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO",2.9,-74.9,160,98,2,,,,,20,3,,,,,,,,,,,,,,,,
4394,,1967,2,19,22,14,35.3,80,6.8,,6.8,,,,,9,INDONESIA,,"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",-9.2,113.1,60,54,2,,,300,3,,3,2000,4,5000,4,54,2,,,300,3,,3,2000,4,5000,4
6596,Tsu,1967,3,19,4,1,38.5,38,7,,7,,,,,8,RUSSIA,,RUSSIA:  KURIL ISLANDS,45.53,151.11,50,,,,,,,,,,,,,,,,,,,,,,,,
7973,,1967,3,27,8,58,20,30,6.3,,6.3,,,,,7,CHINA,,"CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG",38.5,116.5,30,,,,,,,,3,53886,4,,,,,,,,,,3,53886,4,,
4396,Tsu,1967,4,11,5,9,12.1,33,5.5,,5.5,,,,,,INDONESIA,,INDONESIA:  MAKASSAR STRAIT,-3.7,119.3,170,58,2,,,100,2,,2,,2,,,71,2,,,100,2,,2,,2,,
4397,Tsu,1967,4,12,4,51,50.2,100,6.1,,6.1,,,,,,INDONESIA,,"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA",5.5,97.3,60,14,1,,,,,,3,2000,4,,,14,1,,,,,,3,2000,4,,
4398,,1967,5,1,7,8,    ,55,5.9,,,,,,5.9,,GREECE,,GREECE,39.5,21.2,130,9,1,,,,,5,2,,,,,,,,,,,,,,,,
4399,,1967,7,13,2,10,20,13,5,,5,,,,,,ALGERIA,,ALGERIA:  NEAR SIG,35.5,-0.1,15,10,1,,,15,1,,1,40,1,,,10,1,,,15,1,,1,40,1,,
4403,,1967,7,22,16,57,    ,4,7.3,,,,,,7.3,10,TURKEY,,"TURKEY:  MUDURNU, ADAPAZARI",40.7,30.8,140,86,2,,,,,3,2,,,,,,,,,,,,,,,,
4404,,1967,7,26,18,53,    ,8,6.2,,,,,,6.2,,TURKEY,,TURKEY:  TUNCELI,39.5,40.4,140,97,2,,,,,,3,,,,,,,,,,,,,,,,
4407,,1967,7,29,10,24,24.6,161,6.8,,6.8,,,,,,COLOMBIA,,COLOMBIA,6.8,-73,160,20,1,,,,,,3,,,,,,,,,,,,,,,,
4410,Tsu,1967,7,29,23,59,58.7,10,6.5,,6.5,,,,,8,VENEZUELA,,VENEZUELA,10.6,-67.3,90,300,3,,,1536,4,140,4,,,,,300,3,,,1536,4,140,4,,,,
4414,,1967,8,13,22,7,47.5,15,5.3,,5.3,,,,5.9,8,FRANCE,,"FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR",43.2,-0.5,120,1,1,,,80,2,,2,,3,,,,1,,,80,2,,2,,3,,
4415,Tsu,1967,8,13,22,15,10,30,6.4,,6.4,,,,6.2,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-4.4,152.5,170,,,,,,,,3,,,,,,,,,,,,,,,,
7974,,1967,8,30,4,22,3,10,6.8,,6.8,,,,,9,CHINA,,CHINA: SICHUAN PROVINCE,31.6,100.3,30,,,,,,,,4,,4,,,,,,,,,,4,,4,,
6420,Tsu,1967,9,3,21,7,30.8,40,7,,7,,,,,,PERU,,PERU:  OFF COAST,-10.6,-79.8,160,,,,,,,,,,,,,,,,,,,,,,,,
4416,,1967,10,25,0,59,22.6,65,7,,7,6.5,,,,,TAIWAN,,TAIWAN:  HUALIEN,24.5,122.2,30,2,1,,,,,,2,23,1,,,2,1,,,,,,2,23,1,,
6421,Tsu,1967,11,15,21,32,54,35,5.9,,5.9,,,,,,CHILE,,CHILE:  NORTHERN,-28.78,-71.19,160,,,,,,,,,,,,,,,,,,,,,,,,
4417,,1967,11,30,7,23,    ,29,6.5,,,,,,6.5,10,ALBANIA,,ALBANIA,41.5,20.5,130,18,1,,,,,20,3,,,,,,,,,,,,,,,,
7975,,1967,12,2,20,5,48,25,5.7,,5.7,,,,,7,CHINA,,CHINA:  HEBEI PROVINCE:  SHULU,37.717,115.217,30,,,,,,,,2,,1,,,,,,,,,,2,,1,,
4421,,1967,12,10,22,51,    ,33,6.5,,,,,,6.5,8,INDIA,,INDIA,17.7,73.9,60,180,3,,,,,0.4,1,,,,,,,,,,,,,,,,
7976,,1967,12,18,14,7,45,30,5.4,,5.4,,,,,6,CHINA,,CHINA:  SHANXI PROVINCE,36.467,111.217,30,,,,,,,,1,,1,,,,,,,,,,1,,1,,
6630,Tsu,1967,12,21,2,25,23,33,7.5,,7.5,,,,,,CHILE,,CHILE:  NORTHERN,-21.7,-69.5,160,1,1,,,,3,,2,,2,,,1,1,,,,3,,2,,2,,
4423,,1968,1,4,10,3,,5,4.6,,4.6,,,,,,NICARAGUA,,NICARAGUA:  MANAGUA,12.1,-86.2,100,,,,,,,2,2,,,,,,,,,,,2,2,,,,
4425,,1968,1,15,2,1,8.5,33,6,,6,,,,,,ITALY,,ITALY:  SICILY,37.9,13.1,130,216,3,,,563,3,320,4,,,,,216,3,,,563,3,320,4,,,,
8852,,1968,1,25,9,56,48.7,33,5.1,,5.1,,,,,,ITALY,,ITALY:  SICILY,37.8,13.2,130,8,1,,,55,2,,1,,,,,8,1,,,55,2,,1,,,,
6422,Tsu,1968,1,29,10,19,7.2,40,7.3,7.3,7.3,,,,,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,43.586,146.701,50,,,,,,,,,,,,,,,,,,,,,,,,
4427,,1968,2,12,5,44,    ,74,7.8,,,,,,7.8,8,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW IRELAND,-5.5,153.2,170,,,,,,,,1,,,,,,,,,,,,,,,,
4428,Tsu,1968,2,19,22,45,45.7,15,7.2,7.2,7.5,7.1,,,,10,GREECE,,GREECE:  AEGEAN SEA:  ST EUSTRATIOS,39.368,24.957,130,20,1,,,18,1,0.6,1,500,3,1951,4,20,1,,,18,1,0.6,1,500,3,1951,4
4429,,1968,2,21,1,45,    ,3,6.3,,,,,,6.3,,JAPAN,,JAPAN:  KYUSHU,32,130.6,30,3,1,,,,,,2,,,,,3,1,,,,,,2,,,,
4430,,1968,2,25,,,,,4.9,,4.9,,,,,8,ALGERIA,,ALGERIA:  EL ALEN (BABORD),36.08,5.07,15,1,1,,,4,1,,2,100,2,,,1,1,,,4,1,,2,100,2,,
4431,,1968,2,28,,,    ,,7.6,,,,,,7.6,,AZORES (PORTUGAL),,AZORES,37.7,-29.4,130,,,,,,,,,,,,,,,,,,,,,,,,
8187,,1968,3,20,19,2,50.3,33,4.6,,4.6,,,,,,KENYA,,"KENYA:  HOMA BAY, USIRI, GOT KOKECH",-0.6,34.4,10,1,1,,,1,1,,1,,,,,1,1,,,1,1,,1,,,,
4432,Tsu,1968,4,1,0,42,4.2,30,7.5,,7.5,,,,,7,JAPAN,,"JAPAN:  KYUSHU, SHIKOKU",32.3,132.5,30,1,1,,,22,1,,2,,2,,,1,1,,,22,1,,2,,2,,
9992,Tsu,1968,4,18,19,38,15,7,4.6,4.6,,4.1,,,,6,ITALY,,ITALY:  LIGURIA,44.08,8,130,,,,,,,,,,,,,,,,,,,,,,,,
4434,,1968,4,29,17,1,57.6,34,5.3,,5.3,,,,,7,IRAN,,"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",39.2,44.3,140,38,1,,,100,2,1,2,1000,2,,,38,1,,,100,2,1,2,1000,2,,
4436,,1968,5,2,10,2,    ,,,,,,,,,6,IRAN,,"IRAN:  SIYAH,CHESHMEH,ZAVIEH,TAKHT-E-RAVAN-E-SOFLA",39.3,44.4,140,,,,,,,,3,,,,,,,,,,,,,,,,
4438,Tsu,1968,5,16,0,48,55.4,7,8.2,8.2,,,,,7.9,6,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,30,52,2,,,330,3,,3,689,3,,,52,2,,,330,3,131,4,1218,4,,
4439,Tsu,1968,5,16,10,39,1.6,33,7.5,,,,,,7.5,,JAPAN,,JAPAN:  OFF COAST OF HONSHU ISLAND,41.5,142.7,30,,,,,,,,,,,,,,,,,,,,,,,,
4440,,1968,5,23,17,24,    ,21,7.1,,,,,,7.1,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  NW COAST,-41.7,172,170,3,1,,,,,3,2,,,,,,,,,,,,,,,,
4441,,1968,5,28,13,27,18.7,65,7.7,,7.7,6.1,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-2.9,139.3,170,,,,,,,,,,,,,,,,,,,,,,,,
4442,,1968,6,9,,,,,5,,,,,,5,7,ARMENIA,,ARMENIA:  ZANGEZUR,39.1,46.1,40,,,,,,,,2,,,,,,,,,,,,,,,,
4443,Tsu,1968,6,12,13,41,50.7,44,7.2,,7.2,6,,,,,JAPAN,,JAPAN:  SANRIKU,39.4,143.1,30,,,,,,,,,,,,,,,,,,,,,,,,
4445,,1968,6,19,8,14,    ,33,7,,,,,,7,,PERU,,"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS",-5.6,-77.2,160,15,1,,,,,0.1,1,,,,,,,,,,,,,,,,
4446,,1968,6,23,9,16,    ,32,5.3,,,,,,5.3,,IRAN,,"IRAN:  GHALEGH SEYED,KHESHT,KONAR TAKHTEH",29.8,51.2,140,,,,,,,,3,,,,,,,,,,,,,,,,
4447,Tsu,1968,7,25,7,23,7.8,60,7.3,,7.3,,,,,,KERMADEC ISLANDS (NEW ZEALAND),,"KERMADEC ISLANDS:  S OF, RAOUL",-30.8,-178.4,170,,,,,,,,1,,,,,,,,,,,,,,,,
4448,Tsu,1968,8,1,20,19,21.9,36,7.3,,7.3,,,,,,PHILIPPINES,,PHILIPPINES:  LUZON:  MANILA,16.5,122.2,170,270,3,,,261,3,8,3,,1,,3,270,3,,,261,3,8,3,,1,,3
4451,,1968,8,2,14,6,    ,36,7.5,,,,,,7.5,7,MEXICO,,"MEXICO:  OAXACA, GUERRERO",16.5,-97.8,150,18,1,,,,,2.4,2,,,,,,,,,,,,,,,,
6423,Tsu,1968,8,5,7,17,,10,,,,,,,,,JAPAN,,JAPAN:  SEIKAIDO-NANKAIDO,33.3,132.2,30,,,,,,,,,,,,,,,,,,,,,,,,
4452,Tsu,1968,8,10,2,7,4.3,25,7.6,,7.6,,,,,,INDONESIA,,"INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",1.4,126.2,170,,,,,,,,1,,,,,,,,,,,,1,,,,
4454,Tsu,1968,8,14,22,14,19.4,23,7.4,,,,,,7.4,8,INDONESIA,,"INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA",0.2,119.8,170,,,,,,,,,,,,,200,3,,,58,2,,3,800,3,,
4456,,1968,8,31,10,47,37.4,13,7.3,,7.3,,,,,10,IRAN,,IRAN:  DASHT-E-BAYAZ,34,59,140,10488,4,,,17000,4,35,4,12000,4,,,10488,4,,,17000,4,35,4,12000,4,,
4458,,1968,9,1,5,39,    ,24,5,,,,,,5,8,ARMENIA,,ARMENIA:  ZANGEZUR,39.1,46.2,40,,,,,,,,3,,,,,,,,,,,,,,,,
4459,,1968,9,1,7,27,,15,6.5,,6.5,5.9,,,,,IRAN,,IRAN:  FERDOW,34,58.2,140,700,3,,,,,,3,1500,4,,,700,3,,,,,,3,1500,4,,
4460,Tsu,1968,9,3,8,19,52.2,38,6.6,,6.6,,,,,8,TURKEY,,"TURKEY:  BARTIN, AMASRA, CAKRAZ",41.8,32.3,140,24,1,,,200,3,,3,2000,4,2000,4,24,1,,,200,3,,3,2000,4,,
4462,,1968,9,4,23,24,    ,15,5.4,,,,,,5.4,,IRAN,,IRAN,33.9,58.2,140,,,,,,,,3,,,,,,,,,,,,,,,,
4463,Tsu,1968,9,20,6,,    ,107,6.2,,,,,,6.2,9,VENEZUELA,,VENEZUELA:  CARUPANO,10.5,-62.6,90,3,1,,,,,,2,,,,,,,,,,,,,,,,
4464,,1968,9,24,4,19,    ,14,5.1,,,,,,5.1,,TURKEY,,TURKEY,39.2,40.1,140,2,1,,,,,,3,,,,,,,,,,,,,,,,
4465,Tsu,1968,9,25,10,38,    ,114,5.7,,,,,,5.7,,MEXICO,,MEXICO-GUATEMALA:  S CHIAPAS,15.5,-92.7,150,20,1,,,,,,2,,,,,,,,,,,,,,,,
4466,,1968,10,7,19,20,20.3,516,7.5,,7.5,6.8,,,,,JAPAN,,JAPAN:  BONIN ISLANDS,26.3,140.6,30,,,,,,,,,,,,,,,,,,,,,,,,
4468,,1968,10,14,2,58,    ,5,6.9,,,,,,6.9,9,AUSTRALIA,,"AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK",-31.6,117,60,,,,,,,2.2,2,,,,,,,,,,,,,,,,
4469,,1968,10,23,21,4,    ,21,7.5,,,,,,7.5,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA",-3.4,143.3,170,,,,,,,,2,,,,,,,,,,,,,,,,
4470,,1968,11,3,4,49,    ,17,5.3,,,,,,5.3,,MONTENEGRO,,BALKANS NW:  MONTENEGRO,42.1,19.3,130,1,1,,,,,38.6,4,,,,,,,,,,,,,,,,
4471,,1969,1,3,3,16,    ,11,5.6,,,,,,5.6,8,IRAN,,IRAN:  NE KHURASAN PROVINCE,37.1,57.9,140,50,1,,,,,,2,,,,,,,,,,,,,,,,
4472,,1969,1,5,13,26,    ,47,7.5,,,,,,7.5,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA ISABEL ISLAND,-7.9,158.9,170,,,,,,,,1,,,,,,,,,,,,,,,,
4473,,1969,1,19,7,2,4.4,204,7.6,,7.6,,,,,,JAPAN,,JAPAN:  HOKKAIDO,45,143.2,30,,,,,,,,,,,,,,,,,,,,,,,,
4474,,1969,1,30,10,29,40.4,70,7.5,,7.5,5.9,,,,,INDONESIA,,"INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",4.8,127.4,170,,,,,,,,,,,,,,,,,,,,,,,,
7972,,1969,2,11,22,8,54,10,6.3,,6.3,,,,,7,CHINA,,CHINA:  XINJIANG PROVINCE:  WUSHI,41.45,79.367,40,4,1,,,,1,,3,,3,,,4,1,,,,1,,3,,3,,
4476,Tsu,1969,2,23,0,36,56.6,13,7.4,,7.4,,,,,,INDONESIA,,"INDONESIA:  SULAWESI:  PARASANGA, PALETOANG",-3.1,118.9,170,64,2,,,97,2,,3,1287,4,,,664,3,,,97,2,,3,1287,4,,
4477,Tsu,1969,2,28,2,40,32.5,22,7.8,7.8,7.3,,,,,7,PORTUGAL,,"PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS",36.017,-10.95,130,13,1,,,80,2,,2,,,,,113,1,,,80,2,,2,,,,
4479,,1969,3,23,21,8,    ,12,5.6,,,,,,5.6,8,TURKEY,,"TURKEY:  DEMIRCI, GORDES, SINDIRGI",39.2,28.5,140,,,,,,,,3,,,,,,,,,,,,,,,,
4482,,1969,3,28,1,48,    ,9,6.5,,,,,,6.5,,TURKEY,,"TURKEY:  ALASEHIR, SARIGOL, KIRAZ",38.6,28.4,140,53,2,,,,,,3,,,,,,,,,,,,,,,,
4483,,1969,3,29,9,15,54,35,6.2,,6.2,6,,,,9,ETHIOPIA,,ETHIOPIA:  SARDO,11.9,41.21,10,40,1,,,160,3,0.32,1,,3,,,40,1,,,160,3,0.32,1,,3,,
4486,Tsu,1969,3,31,7,15,54.4,33,7,,7,,,,,,EGYPT,,"EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)",27.7,34,15,2,1,,,16,1,,3,107,3,,,2,1,,,16,1,,3,107,3,,
4487,,1969,4,3,22,12,    ,33,5.5,,,,,,5.5,,ALBANIA,,ALBANIA:  SOUTHERN,40.7,19.8,130,1,1,,,,,,2,,,,,,,,,,,,,,,,
6425,Tsu,1969,4,21,7,19,,41,,,,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,32.2,132.1,30,,,,,,,,,,,,,,,,,,,,,,,,
4488,,1969,4,30,20,20,    ,9,5.1,,,,,,5.1,,TURKEY,,"TURKEY:  DEMIRCI, WESTERN ANATOLIA, ISTANBUL",39.2,28.6,140,,,,,,,,2,,,,,,,,,,,,,,,,
4489,,1969,7,18,5,24,50,6,7.4,,7.4,,,,,,CHINA,,CHINA:  BOHAI SEA,38.2,119.4,30,,,,,,,,4,,4,,,,,,,,,,4,,4,,
4490,,1969,7,24,2,59,    ,1,5.9,,,,,,5.9,11,PERU,,"PERU:  LAMPA-JUNIN,HUAYTAPALLANA",-11.9,-75.1,160,,,,,,,,3,,,,,,,,,,,,,,,,
4492,,1969,7,25,22,49,43,5,6.4,,6.4,,,,,8,CHINA,,CHINA:  GUANGDONG PROVINCE:  YANGJIANG COUNTY,22.317,111.8,30,3000,4,,,,,,4,10762,4,,,3000,4,,,,,,4,10762,4,,
6597,Tsu,1969,8,2,4,30,29,17,5.4,,5.4,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-6.6,146.9,170,,,,,,,,,,,,,,,,,,,,,,,,
4493,,1969,8,11,13,55,,33,4.7,,4.7,4.6,,,,7,ITALY,,ITALY:  PERUGIA,43.2,12.4,130,,,,,4,1,,1,,,,,,,,,4,1,,1,,,,
4494,Tsu,1969,8,11,21,26,36,30,8.2,8.2,7.8,,,,8.2,9,RUSSIA,,"RUSSIA:  SHIKOTAN ISLAND, KURILSKIYE",43.6,147.9,50,,,,,,,,2,,,,,,,,,,,,2,,,,
8089,,1969,9,14,14,46,23,,5.5,,5.5,,,,,7,CHINA,,CHINA:  XINJIANG PROVINCE,39.7,74.8,40,,,,,,,,1,10,1,,,,,,,,,,1,10,1,,
4495,,1969,9,29,20,3,32.8,33,6.3,,6.3,,,,,,SOUTH AFRICA,,SOUTH AFRICA:  CAPE PROVINCE,-32.9,19.7,10,12,1,,,,,24,3,,,,,12,1,,,,,24,3,,,,
4497,,1969,10,1,5,5,    ,43,6.2,,,,,,6.2,11,PERU,,"PERU:  HUAYTAPALLANA, LAMPA, CHILIFRUTA",-11.7,-75.1,160,150,3,,,,,5,2,,,,,,,,,,,,,,,,
4502,,1969,10,2,4,56,46.5,10,4.8,,4.8,5.2,5.6,,,8,USA,CA,CALIFORNIA:  SANTA ROSA,38.467,-122.692,150,1,1,,,,,8.35,3,,,,,1,1,,,,,8.35,3,,,,
4504,,1969,10,5,1,22,    ,33,5.8,,,,,,5.8,,SOUTH AFRICA,,SOUTH AFRICA:  TULBAGH,-33.1,19.6,10,,,,,,,,2,,,,,,,,,,,,,,,,
4506,,1969,10,26,15,36,    ,33,6,,,,,,6,8,BOSNIA-HERZEGOVINA,,BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA,44.9,17.3,130,14,1,,,,,50,4,,,,,,,,,,,,,,,,
4507,,1969,10,27,8,10,    ,33,6.4,,,,,,6.4,9,BOSNIA-HERZEGOVINA,,"BALKANS NW:  BOSNIA-HERZEGOVINA:  KAKASI, JABLAN",44.9,17.2,130,9,1,,,,,,3,,,,,,,,,,,,,,,,
4508,,1969,11,21,2,5,35,20,7.7,,7.7,,,,,,INDONESIA,,INDONESIA:  OFF NW COAST SUMATERA,2.1,94.6,60,,,,,,,,,,,,,,,,,,,,,,,,
4509,Tsu,1969,11,22,23,9,37,51,7.3,,7.3,,,,7.7,10,RUSSIA,,RUSSIA:  OFF KAMCHATKA,57.7,163.6,50,,,,,,,,1,,,,,,,,,,,,1,,,,
4510,,1969,12,17,7,13,    ,27,4.2,,,,,,4.2,,ECUADOR,,"ECUADOR:  SASQUISILI, PUJILI, LATACUNGA",-0.8,-78.3,160,,,,,,,,3,,,,,,,,,,,,,,,,
4511,Tsu,1969,12,25,21,32,27.3,7,7.2,,7.2,,,,,6,GUADELOUPE,,GUADELOUPE: GRAND BOURG,15.8,-59.7,90,,,,,,,,1,,,,,,,,,,,,,,,,
4513,,1970,1,4,17,0,40.2,31,7.8,,7.8,,,,,10,CHINA,,CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI,24.1,102.5,30,10000,4,,,,,,3,,3,,3,10000,4,,,,,,3,,3,,
4514,Tsu,1970,1,10,12,7,8.6,73,7.6,,7.6,7.1,,,,6,PHILIPPINES,,PHILIPPINES:  MINDANAO,6.8,126.7,170,,,,,,,,,,,,,,,,,,,,,,,,
4515,,1970,2,5,22,5,58.3,11,7.1,,7.1,7,,,,,PHILIPPINES,,"PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN",12.6,122.1,170,3,1,,,,2,,2,,,,,3,1,,,,2,,2,,,,
4519,,1970,2,14,11,17,16.1,35,5.4,,5.4,5.9,,,,9,PERU,,"PERU:  PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",-9.9,-75.6,160,12,1,,,,,,3,,3,,,12,1,,,,,,3,,3,,
7654,Tsu,1970,3,11,22,38,34.6,29,6,,6,,,,,5,USA,AK,ALASKA:  ANDREANOF ISLANDS,57.5,-153.9,150,,,,,,,,1,,,,,,,,,,,,1,,,,
4520,,1970,3,14,1,51,44.4,23,4.8,,4.8,,,,,,IRAN,,"IRAN:  BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR",38.6,44.7,140,5,1,,,,,,2,,3,,,5,1,,,,,,2,,3,,
4522,,1970,3,23,1,52,59.3,3,5.4,,,5.4,,,,,INDIA,,INDIA:  BROACH,21.7,73,60,26,1,,,200,3,,2,,,,,26,1,,,200,2,,2,,,,
4523,,1970,3,28,21,2,23.4,20,7.4,,7.4,7,,,,10,TURKEY,,TURKEY:  GEDIZ,39.2,29.5,140,1086,4,,,1174,4,55.6,4,8229,4,8229,4,1086,4,,,1174,4,55.6,4,8229,4,5586,4
4526,Tsu,1970,4,7,5,34,5.6,40,7.3,,7.3,6.5,,,,6,PHILIPPINES,,PHILIPPINES:  LUZON,15.78,121.71,170,15,1,,,200,3,,2,,,,,15,1,,,200,3,,2,,,,
4528,,1970,4,23,9,1,    ,18,5.7,,5.7,5.7,,,,8,TURKEY,,"TURKEY:  DEMIRCI, MANISA",39.1,28.7,140,,1,,,43,1,,,150,3,150,3,,,,,43,1,,,150,3,,
7504,,1970,5,14,9,20,,17,5.7,,5.7,,,,,,RUSSIA,,RUSSIA:  DAGESTAN,43,47,40,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
4530,Tsu,1970,5,14,18,12,,44,6.5,,6.5,,,,,8,RUSSIA,,RUSSIA:  DAGESTAN,43,47.1,40,,3,,,,,,3,,2,,2,,3,,,,,,3,,2,,
4531,Tsu,1970,5,31,20,23,27.3,43,7.9,7.9,7.8,,,,,10,PERU,,"PERU: NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,160,66794,4,,,50000,4,530,4,,3,,3,66794,4,,,50000,4,530,4,,3,,
4537,,1970,6,5,4,53,6.4,20,6.6,,6.6,,,,,,KAZAKHSTAN,,KAZAKHSTAN:  ALMA-ATA,42.5,78.8,40,,,,,,,,3,5000,4,,,,,,,,,,3,5000,4,,
4538,,1970,6,11,16,46,38.3,33,7.6,,7.6,7,,,,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,-59.1,157.8,170,,,,,,,,,,,,,,,,,,,,,,,,
6427,Tsu,1970,6,14,,,,10,6,,6,,,,,,CHILE,,CHILE:  SOUTHERN,-52,-73.8,160,,,,,,,,,,,,,,,,,,,,,,,,
6428,Tsu,1970,6,19,10,56,13.5,44,6.4,,6.4,6.1,,,,,CHILE,,CHILE:  NORTHERN,-22.28,-70.55,160,,,,,,,,,,,,,,,,,,,,,,,,
4539,,1970,6,24,13,9,8.3,12,7.5,,7.5,6.5,,,,,CANADA,,"CANADA:  QUEEN CHARLOTTE ISLANDS, BRITISH COLOMBIA",51.8,-131,150,,,,,,,,,,,,,,,,,,,,,,,,
4549,,1970,7,2,2,24,35.7,27,4.9,,4.9,4.8,,,,,TURKEY,,TURKEY:  SIVAS,38.8,36.7,140,1,1,,,,,,2,150,3,150,3,1,1,,,,,,2,150,3,,
6430,Tsu,1970,7,25,22,41,10.7,34,7,,7,,,,,,JAPAN,,"SEIKAIDO, JAPAN",32.2,131.7,30,,,,,13,1,,1,,,,,,,,,13,1,,1,,,,
4543,,1970,7,30,0,52,19.5,16,6.7,,6.7,,,,,8,IRAN,,"IRAN:  KARNAVEH, MAREV",37.8,55.9,140,220,3,,,220,3,8,3,2000,4,2000,4,176,3,,,483,3,8,3,2000,4,,
4544,,1970,7,31,17,8,5.4,651,7.1,,7.1,7.5,,,,,PERU,,PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY,-1.5,-72.6,160,1,1,,,,2,,2,,,,,1,1,,,,2,,2,,,,
9962,,1970,8,11,10,22,23.8,39,7.5,7.5,,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-14.095,166.57,170,,,,,,,,,,,,,,,,,,,,,,,,
4548,,1970,9,7,20,58,,5,5.5,,5.5,5.5,,,,7,CROATIA,,BALKANS NW:  CROATIA:  KNIN,44,16,130,,,,,8,1,,2,,,,,,,,,8,1,,2,,,,
4546,,1970,9,26,12,2,29.3,8,6.6,,6.6,,,,,,COLOMBIA,,COLOMBIA:  BAHIA SOLANO,6.2,-77.6,160,,,,,2,1,0.4,1,104,3,,,,,,,2,1,0.4,1,104,3,,
6328,Tsu,1970,9,28,19,1,,,5.1,,5.1,,,,,,NEW ZEALAND,,NEW ZEALAND,-44.64,173.62,170,,,,,,,,,,,,,,,,,,,,,,,,
4547,Tsu,1970,9,30,9,52,22.7,33,5.3,,5.3,,,,,7,PHILIPPINES,,"PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG",20.6,122,170,,,,,,,,2,,3,,3,,,,,,,,2,,3,,
4550,Tsu,1970,10,31,17,53,7.1,8,7.3,,7.3,7.1,,,,8,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  MADANG,-4.907,145.471,170,15,1,,,20,1,1.75,2,800,3,800,3,18,1,,,20,1,1.75,2,800,3,,
